启运港,目的港,航线ID,开航日,航程(计划),共舱船公司,航线备注,船名航次,年份,船型,船期,启运港码头,目的港码头,航程(当次)
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,6a0108cebe48e017d4211a26c12ca659,周一,22天,NZL(JFX) | 锦江航运(JFX) | EMC(JFX) | NEXUS(JFX) | 山东远洋(JFX) | 汇合航运(JJFX) | PEAK(CJS) | HORIZON(JFX) | ZIM(GGX) | UNIFEEDER | X-PRESS(JFX) | TSL(CME) | 长锦(SGX2) | 兴亚(SGX2) | 中联航运(JFX),中东直航,MUMBAI BRIDGE/2508W,2024,8030 TEU,2025/12/16,前湾码头,T3,22天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,6a0108cebe48e017d4211a26c12ca659,周一,22天,NZL(JFX) | 锦江航运(JFX) | EMC(JFX) | NEXUS(JFX) | 山东远洋(JFX) | 汇合航运(JJFX) | PEAK(CJS) | HORIZON(JFX) | ZIM(GGX) | UNIFEEDER | X-PRESS(JFX) | TSL(CME) | 长锦(SGX2) | 兴亚(SGX2) | 中联航运(JFX),中东直航,TS SYDNEY/25008W,2013,4957 TEU,2025/12/22,前湾码头,T3,22天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,6a0108cebe48e017d4211a26c12ca659,周一,22天,NZL(JFX) | 锦江航运(JFX) | EMC(JFX) | NEXUS(JFX) | 山东远洋(JFX) | 汇合航运(JJFX) | PEAK(CJS) | HORIZON(JFX) | ZIM(GGX) | UNIFEEDER | X-PRESS(JFX) | TSL(CME) | 长锦(SGX2) | 兴亚(SGX2) | 中联航运(JFX),中东直航,X-PRESS CAPELLA/25411W,2023,7000 TEU,2025/12/29,前湾码头,T3,22天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,6a0108cebe48e017d4211a26c12ca659,周一,22天,NZL(JFX) | 锦江航运(JFX) | EMC(JFX) | NEXUS(JFX) | 山东远洋(JFX) | 汇合航运(JJFX) | PEAK(CJS) | HORIZON(JFX) | ZIM(GGX) | UNIFEEDER | X-PRESS(JFX) | TSL(CME) | 长锦(SGX2) | 兴亚(SGX2) | 中联航运(JFX),中东直航,SYDNEY BRIDGE/2601W,2024,8030 TEU,2026/1/5,前湾码头,T3,22天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,6a0108cebe48e017d4211a26c12ca659,周一,22天,NZL(JFX) | 锦江航运(JFX) | EMC(JFX) | NEXUS(JFX) | 山东远洋(JFX) | 汇合航运(JJFX) | PEAK(CJS) | HORIZON(JFX) | ZIM(GGX) | UNIFEEDER | X-PRESS(JFX) | TSL(CME) | 长锦(SGX2) | 兴亚(SGX2) | 中联航运(JFX),中东直航,X-PRESS ODYSSEY/26611W,2014,4957 TEU,2026/1/12,前湾码头,T3,22天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,6a0108cebe48e017d4211a26c12ca659,周一,22天,NZL(JFX) | 锦江航运(JFX) | EMC(JFX) | NEXUS(JFX) | 山东远洋(JFX) | 汇合航运(JJFX) | PEAK(CJS) | HORIZON(JFX) | ZIM(GGX) | UNIFEEDER | X-PRESS(JFX) | TSL(CME) | 长锦(SGX2) | 兴亚(SGX2) | 中联航运(JFX),中东直航,ZHONG GU NAN JING/26111W,2023,4636 TEU,2026/1/20,前湾码头,T3,22天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,6a0108cebe48e017d4211a26c12ca659,周一,22天,NZL(JFX) | 锦江航运(JFX) | EMC(JFX) | NEXUS(JFX) | 山东远洋(JFX) | 汇合航运(JJFX) | PEAK(CJS) | HORIZON(JFX) | ZIM(GGX) | UNIFEEDER | X-PRESS(JFX) | TSL(CME) | 长锦(SGX2) | 兴亚(SGX2) | 中联航运(JFX),中东直航,MUMBAI BRIDGE/2601W,2024,8030 TEU,2026/1/27,前湾码头,T3,22天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,6f4824544d04e0471f564154a8289d2b,周二,31天,HPL(AGX) | MAERSK(FM1),中东直航,MAERSK ENSENADA/546W,2013,13092 TEU,2025/11/21,前湾码头,T2,28天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,6f4824544d04e0471f564154a8289d2b,周二,31天,HPL(AGX) | MAERSK(FM1),中东直航,NANSHA EXPRESS/547W,2018,10100 TEU,2025/11/25,前湾码头,T2,31天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,6f4824544d04e0471f564154a8289d2b,周二,31天,HPL(AGX) | MAERSK(FM1),中东直航,HAIPHONG EXPRESS/548W,2018,10100 TEU,2025/12/2,前湾码头,T2,31天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,6f4824544d04e0471f564154a8289d2b,周二,31天,HPL(AGX) | MAERSK(FM1),中东直航,SEASPAN GANGES/549W,2014,10100 TEU,2025/12/9,前湾码头,T2,31天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,6f4824544d04e0471f564154a8289d2b,周二,31天,HPL(AGX) | MAERSK(FM1),中东直航,SEASPAN AMAZON/550W,2014,10100 TEU,2025/12/16,前湾码头,T2,31天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,6f4824544d04e0471f564154a8289d2b,周二,31天,HPL(AGX) | MAERSK(FM1),中东直航,VUNG TAU EXPRESS/551W,2018,10100 TEU,2025/12/23,前湾码头,T2,31天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,6f4824544d04e0471f564154a8289d2b,周二,31天,HPL(AGX) | MAERSK(FM1),中东直航,SEASPAN YANGTZE/552W,2014,10100 TEU,2025/12/30,前湾码头,T2,31天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,6f4824544d04e0471f564154a8289d2b,周二,31天,HPL(AGX) | MAERSK(FM1),中东直航,MAERSK TAIKUNG/601W,,,2026/1/6,前湾码头,T2,31天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,4d44b9849d17009eae1c36b38056e588,周三,26天,MSC(NEW FALCON SERVICE),中东直航,MSC QUITTERIE/FK546A,2024,16520 TEU,2025/11/22,前湾码头,T1,24天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,4d44b9849d17009eae1c36b38056e588,周三,26天,MSC(NEW FALCON SERVICE),中东直航,MSC SIENA/FK547A,2024,16000 TEU,2025/11/26,前湾码头,T1,25天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,4d44b9849d17009eae1c36b38056e588,周三,26天,MSC(NEW FALCON SERVICE),中东直航,MSC CARMELITA/FK548A,2024,16520 TEU,2025/12/3,前湾码头,T1,26天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,4d44b9849d17009eae1c36b38056e588,周三,26天,MSC(NEW FALCON SERVICE),中东直航,MSC DANIT/FK549A,2009,14036 TEU,2025/12/12,前湾码头,T1,24天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,4d44b9849d17009eae1c36b38056e588,周三,26天,MSC(NEW FALCON SERVICE),中东直航,MSC PALOMA/FK550A,2010,14036 TEU,2025/12/20,前湾码头,T1,24天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,4d44b9849d17009eae1c36b38056e588,周三,26天,MSC(NEW FALCON SERVICE),中东直航,MSC ANGOLA/FK551A,2025,14000 TEU,2025/12/27,前湾码头,T1,24天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,4d44b9849d17009eae1c36b38056e588,周三,26天,MSC(NEW FALCON SERVICE),中东直航,空班/,,,2025/12/31,前湾码头,T1,26天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,4d44b9849d17009eae1c36b38056e588,周三,26天,MSC(NEW FALCON SERVICE),中东直航,MSC ELISA XIII/FK552A,2011,13092 TEU,2026/1/6,前湾码头,T1,24天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,5e089f888998a710e1f2e8241cf440f1,周三,23天,EMC(AMA) | OOCL(ME1) | CMA(CIMEX1) | COSCO(MEX4),中东直航,CMA CGM MARCO POLO/0MDFDW1MA,,,2025/11/23,前湾联合码头,T4,21天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,5e089f888998a710e1f2e8241cf440f1,周三,23天,EMC(AMA) | OOCL(ME1) | CMA(CIMEX1) | COSCO(MEX4),中东直航,CMA CGM MUSCA/0MDFFW1MA,,,2025/11/27,前湾联合码头,T4,22天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,5e089f888998a710e1f2e8241cf440f1,周三,23天,EMC(AMA) | OOCL(ME1) | CMA(CIMEX1) | COSCO(MEX4),中东直航,CMA CGM NEVADA/0MDFHW,2011,12917 TEU,2025/12/5,前湾联合码头,T4,23天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,5e089f888998a710e1f2e8241cf440f1,周三,23天,EMC(AMA) | OOCL(ME1) | CMA(CIMEX1) | COSCO(MEX4),中东直航,CMA CGM ALEXANDER VON HUMBOLDT/0MDFJW1MA,2013,16022 TEU,2025/12/12,前湾联合码头,T4,22天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,5e089f888998a710e1f2e8241cf440f1,周三,23天,EMC(AMA) | OOCL(ME1) | CMA(CIMEX1) | COSCO(MEX4),中东直航,空班/,,,2025/12/17,前湾联合码头,T4,23天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,5e089f888998a710e1f2e8241cf440f1,周三,23天,EMC(AMA) | OOCL(ME1) | CMA(CIMEX1) | COSCO(MEX4),中东直航,CMA CGM ALASKA/0MDFNW1MA,,,2025/12/25,前湾联合码头,T4,22天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,5e089f888998a710e1f2e8241cf440f1,周三,23天,EMC(AMA) | OOCL(ME1) | CMA(CIMEX1) | COSCO(MEX4),中东直航,CMA CGM GROIX/0MDFPW1MA,,,2026/1/1,前湾联合码头,T4,22天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,5e089f888998a710e1f2e8241cf440f1,周三,23天,EMC(AMA) | OOCL(ME1) | CMA(CIMEX1) | COSCO(MEX4),中东直航,CMA CGM CAPE COD/0MDFRW1MA,2024,15254 TEU,2026/1/7,前湾联合码头,T4,23天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,1dff14eb35c31fc10a574b924a2a9375,周三,21天,OOCL(ME5) | COSCO(MEX) | CMA(CIMEX7) | EMC(CMEX),中东直航,CSCL ATLANTIC OCEAN/063W,2015,18982 TEU,2025/11/17,前湾联合码头,T1,23天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,1dff14eb35c31fc10a574b924a2a9375,周三,21天,OOCL(ME5) | COSCO(MEX) | CMA(CIMEX7) | EMC(CMEX),中东直航,COSCO SHIPPING PLANET/044W,2019,21237 TEU,2025/11/23,前湾联合码头,T1,20天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,1dff14eb35c31fc10a574b924a2a9375,周三,21天,OOCL(ME5) | COSCO(MEX) | CMA(CIMEX7) | EMC(CMEX),中东直航,空班/,,,2025/11/26,前湾联合码头,T1,21天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,1dff14eb35c31fc10a574b924a2a9375,周三,21天,OOCL(ME5) | COSCO(MEX) | CMA(CIMEX7) | EMC(CMEX),中东直航,CSCL INDIAN OCEAN/074W,2015,18982 TEU,2025/12/4,前湾联合码头,T1,22天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,1dff14eb35c31fc10a574b924a2a9375,周三,21天,OOCL(ME5) | COSCO(MEX) | CMA(CIMEX7) | EMC(CMEX),中东直航,CSCL ARCTIC OCEAN/058W,2015,18982 TEU,2025/12/10,前湾联合码头,T1,23天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,1dff14eb35c31fc10a574b924a2a9375,周三,21天,OOCL(ME5) | COSCO(MEX) | CMA(CIMEX7) | EMC(CMEX),中东直航,空班/,,,2025/12/17,前湾联合码头,T1,21天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,1dff14eb35c31fc10a574b924a2a9375,周三,21天,OOCL(ME5) | COSCO(MEX) | CMA(CIMEX7) | EMC(CMEX),中东直航,COSCO SHIPPING AQUARIUS/046W,2019,19273 TEU,2025/12/28,前湾联合码头,T4,19天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,1dff14eb35c31fc10a574b924a2a9375,周三,21天,OOCL(ME5) | COSCO(MEX) | CMA(CIMEX7) | EMC(CMEX),中东直航,空班/,,,2025/12/31,前湾联合码头,T4,21天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,1dff14eb35c31fc10a574b924a2a9375,周三,21天,OOCL(ME5) | COSCO(MEX) | CMA(CIMEX7) | EMC(CMEX),中东直航,CSCL ATLANTIC OCEAN/064W,2015,18982 TEU,2026/1/6,前湾联合码头,T4,21天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,ec3ded9b6d56bc7d67b8f1d3432a7021,周四,26天,ONE(GS2) | YML(GS2) | HMM(KMP),中东直航,YM WONDERLAND/0028W,2019,14220 TEU,2025/11/16,新前湾码头,T3,30天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,ec3ded9b6d56bc7d67b8f1d3432a7021,周四,26天,ONE(GS2) | YML(GS2) | HMM(KMP),中东直航,HMM NURI/0017W,2021,16010 TEU,2025/11/20,新前湾码头,T3,27天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,ec3ded9b6d56bc7d67b8f1d3432a7021,周四,26天,ONE(GS2) | YML(GS2) | HMM(KMP),中东直航,YM WISDOM/0024W,,,2025/11/23,新前湾码头,T3,27天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,ec3ded9b6d56bc7d67b8f1d3432a7021,周四,26天,ONE(GS2) | YML(GS2) | HMM(KMP),中东直航,HMM SAPPHIRE/008W,2024,13253 TEU,2025/11/27,新前湾码头,T3,26天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,ec3ded9b6d56bc7d67b8f1d3432a7021,周四,26天,ONE(GS2) | YML(GS2) | HMM(KMP),中东直航,HMM SAPPHIRE/0008W,2024,13253 TEU,2025/12/1,新前湾码头,T3,29天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,ec3ded9b6d56bc7d67b8f1d3432a7021,周四,26天,ONE(GS2) | YML(GS2) | HMM(KMP),中东直航,HMM HANBADA/0017W,2021,16010 TEU,2025/12/11,新前湾码头,T3,29天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,ec3ded9b6d56bc7d67b8f1d3432a7021,周四,26天,ONE(GS2) | YML(GS2) | HMM(KMP),中东直航,HMM RAON/0022W,,,2025/12/18,新前湾码头,T3,29天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,ec3ded9b6d56bc7d67b8f1d3432a7021,周四,26天,ONE(GS2) | YML(GS2) | HMM(KMP),中东直航,HMM HANUL/0022W,2021,16010 TEU,2025/12/29,新前湾码头,T3,30天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,ec3ded9b6d56bc7d67b8f1d3432a7021,周四,26天,ONE(GS2) | YML(GS2) | HMM(KMP),中东直航,HMM GARAM/0017W,2021,16010 TEU,2026/1/1,新前湾码头,T3,30天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,6f8b58f544dcf075f73909caf9a697fd,周六,30天,VOLTA(MEGA) | SLS(MEGA),中东直航,EXPRESS ROME/25039W,2011,10114 TEU,2025/11/22,新前湾码头,T1,30天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,6f8b58f544dcf075f73909caf9a697fd,周六,30天,VOLTA(MEGA) | SLS(MEGA),中东直航,NORTHERN MAJESTIC/25040W,,,2025/11/18,新前湾码头,T1,30天
青岛,明日数航船期查询中东印巴红海中东阿联酋杰贝阿里,6f8b58f544dcf075f73909caf9a697fd,周六,30天,VOLTA(MEGA) | SLS(MEGA),中东直航,EXPRESS BERLIN/25042W,,,2025/12/9,新前湾码头,T1,30天
