启运港,目的港,航线ID,港口ID,开航日,航程,共舱船公司,船名,航次,船型,计划开航,实际离港,预计到港,启运港码头,目的港码头
QINGDAO(青岛),DAMMAM(达曼),508,19,周三,26,CMA（CIMEX 1） | COSCO（MEX4） | EMC（AMA） | OOCL（ME1） 中东直航,CMA CGM CAPE COD,0MDFBW1MA,15254TEU,2025/11/14,2025/11/14,2025/12/10,QQCTU,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),508,19,周三,26,CMA（CIMEX 1） | COSCO（MEX4） | EMC（AMA） | OOCL（ME1） 中东直航,CMA CGM MARCO POLO,0MDFDW1MA,16020TEU,2025/11/25,,2025/12/21,QQCTU,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),508,19,周三,26,CMA（CIMEX 1） | COSCO（MEX4） | EMC（AMA） | OOCL（ME1） 中东直航,CMA CGM MUSCA,0MDFFW1MA,11040TEU,2025/11/29,,2025/12/25,QQCTU,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),508,19,周三,26,CMA（CIMEX 1） | COSCO（MEX4） | EMC（AMA） | OOCL（ME1） 中东直航,CMA CGM NEVADA,0MDFHW1MA,12917TEU,2025/12/6,,2026/1/1,QQCTU,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),508,19,周三,26,CMA（CIMEX 1） | COSCO（MEX4） | EMC（AMA） | OOCL（ME1） 中东直航,CMA CGM ALEXANDER VON HUMBOLDT,0MDFJW1MA,16022TEU,2025/12/15,,2026/1/10,QQCTU,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),508,19,周三,26,CMA（CIMEX 1） | COSCO（MEX4） | EMC（AMA） | OOCL（ME1） 中东直航,CMA CGM ALASKA,0MDFNW1MA,12600TEU,2025/12/25,,2026/1/20,QQCTU,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),508,19,周三,26,CMA（CIMEX 1） | COSCO（MEX4） | EMC（AMA） | OOCL（ME1） 中东直航,待定,待定,,2026/1/1,,2026/1/27,QQCTU,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),508,19,周三,26,CMA（CIMEX 1） | COSCO（MEX4） | EMC（AMA） | OOCL（ME1） 中东直航,CMA CGM CAPE COD,0MDFRW1MA,15254TEU,2026/1/8,,2026/2/3,QQCTU,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),508,19,周三,26,CMA（CIMEX 1） | COSCO（MEX4） | EMC（AMA） | OOCL（ME1） 中东直航,BLANK SAILING,BLANK SAILING,,2025/11/5,,,QQCTU,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),2722,19,周四,29,HMM（KMP） | ONE（GS2） | YML（GS2） 中东直航,BLANK SAILING,BLANK SAILING,,2025/11/6,,,QQCTN,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),2722,19,周四,29,HMM（KMP） | ONE（GS2） | YML（GS2） 中东直航,YM WONDERLAND,028W,14220TEU,2025/11/16,2025/11/16,2025/12/15,QQCTN,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),2722,19,周四,29,HMM（KMP） | ONE（GS2） | YML（GS2） 中东直航,HMM NURI,017W,16010TEU,2025/11/21,2025/11/21,2025/12/20,QQCTN,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),2722,19,周四,29,HMM（KMP） | ONE（GS2） | YML（GS2） 中东直航,YM WISDOM,024W,14220TEU,2025/11/24,,2025/12/23,QQCTN,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),2722,19,周四,29,HMM（KMP） | ONE（GS2） | YML（GS2） 中东直航,HMM HANBADA,0017W,16010TEU,2025/12/11,,2026/1/9,QQCTN,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),2722,19,周四,29,HMM（KMP） | ONE（GS2） | YML（GS2） 中东直航,HMM RAON,0022W,16010TEU,2025/12/19,,2026/1/17,QQCTN,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),2722,19,周四,29,HMM（KMP） | ONE（GS2） | YML（GS2） 中东直航,HMM HANUL,0022W,16010TEU,2025/12/27,,2026/1/25,QQCTN,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),2722,19,周四,29,HMM（KMP） | ONE（GS2） | YML（GS2） 中东直航,HMM GARAM,0017W,16010TEU,2026/1/1,,2026/1/30,QQCTN,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),2722,19,周四,29,HMM（KMP） | ONE（GS2） | YML（GS2） 中东直航,YM WELLBEING,034W,14220TEU,2026/1/8,,2026/2/6,QQCTN,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),2722,19,周四,29,HMM（KMP） | ONE（GS2） | YML（GS2） 中东直航,HMM SAPPHIRE,0008W,13600TEU,2025/12/1,,2025/12/30,QQCTN,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),2524,19,周五,29,MSC（CLANGA） 中东直航,MSC LIVORNO,QC544A,14000TEU,2025/11/6,2025/11/6,2025/12/5,QQCT,DMCT/DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),2524,19,周五,29,MSC（CLANGA） 中东直航,MSC NEW HAVEN,QC545A,8084TEU,2025/11/11,2025/11/11,2025/12/10,QQCT,DMCT/DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),2524,19,周五,29,MSC（CLANGA） 中东直航,MSC UGANDA,QC546A,8496TEU,2025/11/23,2025/11/23,2025/12/22,QQCT,DMCT/DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),2524,19,周五,29,MSC（CLANGA） 中东直航,MSC REEF,QC548A,19224TEU,2025/12/4,,2026/1/2,QQCT,DMCT/DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),2524,19,周五,29,MSC（CLANGA） 中东直航,MSC SOFIA CELESTE,QC550A,8819TEU,2025/12/12,,2026/1/10,QQCT,DMCT/DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),2524,19,周五,29,MSC（CLANGA） 中东直航,MSC LETIZIA,QC551A,8819TEU,2025/12/23,,2026/1/21,QQCT,DMCT/DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),2524,19,周五,29,MSC（CLANGA） 中东直航,MSC SAUDI ARABIA,QC552A,,2025/12/28,,2026/1/26,QQCT,DMCT/DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),2524,19,周五,29,MSC（CLANGA） 中东直航,MSC NEW HAVEN,QC601A,8084TEU,2026/1/2,,2026/1/31,QQCT,DMCT/DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),2524,19,周五,29,MSC（CLANGA） 中东直航,MSC UGANDA,QC602A,8496TEU,2026/1/9,,2026/2/7,QQCT,DMCT/DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),2621,19,周五,36,HMM（KME） 中东直航,HYUNDAI FORCE,0113W,8566TEU,2025/11/27,,2026/1/2,QQCTN,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),257,19,周六,23,BLPL（GALEX） | ESL 阿联酋（EGLX） | GFS 格飞驰（GALEX） | HMM（GLX） | KMTC（AIM） | ONE（AG2） | RCL（RIM12） | TSL（GLX） 中东直航,ESL DANA,02545W,6539TEU,2025/11/11,2025/11/11,2025/12/4,QQCTN,DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),257,19,周六,23,BLPL（GALEX） | ESL 阿联酋（EGLX） | GFS 格飞驰（GALEX） | HMM（GLX） | KMTC（AIM） | ONE（AG2） | RCL（RIM12） | TSL（GLX） 中东直航,KMTC DAMMAM,2502W,8000TEU,2025/11/19,2025/11/19,2025/12/12,QQCTN,DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),257,19,周六,23,BLPL（GALEX） | ESL 阿联酋（EGLX） | GFS 格飞驰（GALEX） | HMM（GLX） | KMTC（AIM） | ONE（AG2） | RCL（RIM12） | TSL（GLX） 中东直航,HMM BANGKOK,0126W,6763TEU,2025/11/27,,2025/12/20,QQCTN,DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),257,19,周六,23,BLPL（GALEX） | ESL 阿联酋（EGLX） | GFS 格飞驰（GALEX） | HMM（GLX） | KMTC（AIM） | ONE（AG2） | RCL（RIM12） | TSL（GLX） 中东直航,TS SHANGHAI,02548W,7092TEU,2025/11/29,,2025/12/22,QQCTN,DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),257,19,周六,23,BLPL（GALEX） | ESL 阿联酋（EGLX） | GFS 格飞驰（GALEX） | HMM（GLX） | KMTC（AIM） | ONE（AG2） | RCL（RIM12） | TSL（GLX） 中东直航,GFS GALAXY,02549W,6966TEU,2025/12/6,,2025/12/29,QQCTN,DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),257,19,周六,23,BLPL（GALEX） | ESL 阿联酋（EGLX） | GFS 格飞驰（GALEX） | HMM（GLX） | KMTC（AIM） | ONE（AG2） | RCL（RIM12） | TSL（GLX） 中东直航,ESL BUSAN,02551W,6589TEU,2025/12/20,,2026/1/12,QQCTN,DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),257,19,周六,23,BLPL（GALEX） | ESL 阿联酋（EGLX） | GFS 格飞驰（GALEX） | HMM（GLX） | KMTC（AIM） | ONE（AG2） | RCL（RIM12） | TSL（GLX） 中东直航,ESL DANA,02552W,6539TEU,2025/12/27,,2026/1/19,QQCTN,DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),257,19,周六,23,BLPL（GALEX） | ESL 阿联酋（EGLX） | GFS 格飞驰（GALEX） | HMM（GLX） | KMTC（AIM） | ONE（AG2） | RCL（RIM12） | TSL（GLX） 中东直航,KMTC DAMMAM,2503W,8000TEU,2026/1/5,,2026/1/28,QQCTN,DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),257,19,周六,23,BLPL（GALEX） | ESL 阿联酋（EGLX） | GFS 格飞驰（GALEX） | HMM（GLX） | KMTC（AIM） | ONE（AG2） | RCL（RIM12） | TSL（GLX） 中东直航,HMM BANGKOK,0127W,6763TEU,2026/1/10,,2026/2/2,QQCTN,DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),257,19,周六,23,BLPL（GALEX） | ESL 阿联酋（EGLX） | GFS 格飞驰（GALEX） | HMM（GLX） | KMTC（AIM） | ONE（AG2） | RCL（RIM12） | TSL（GLX） 中东直航,ESL BUSAN,02544W,6589TEU,2025/11/6,2025/11/6,2025/11/29,QQCTN,DMCT/DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),257,19,周六,23,BLPL（GALEX） | ESL 阿联酋（EGLX） | GFS 格飞驰（GALEX） | HMM（GLX） | KMTC（AIM） | ONE（AG2） | RCL（RIM12） | TSL（GLX） 中东直航,ESL WAFA,02550W,6539TEU,2025/12/13,,2026/1/5,QQCTN,DMCT/DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),257,19,周六,23,BLPL（GALEX） | ESL 阿联酋（EGLX） | GFS 格飞驰（GALEX） | HMM（GLX） | KMTC（AIM） | ONE（AG2） | RCL（RIM12） | TSL（GLX） 中东直航,TS SHANGHAI,02603W,7092TEU,2026/1/17,,2026/2/9,QQCTN,DMCT/DAMMAM CONTAINER TERMINAL
QINGDAO(青岛),DAMMAM(达曼),2019,19,周六,28,PIL（GCS） | RCL（RCG） | WHL（AM1） 中东直航,VARANYA BHUM,007W,11850TEU,2025/11/1,2025/11/2,2025/11/29,QQCTN,KAAP/KING ABDUL AZIZ PORT
QINGDAO(青岛),DAMMAM(达曼),2019,19,周六,28,PIL（GCS） | RCL（RCG） | WHL（AM1） 中东直航,USSAMA BHUM,009W,11714TEU,2025/11/8,2025/11/9,2025/12/6,QQCTN,KAAP/KING ABDUL AZIZ PORT
QINGDAO(青岛),DAMMAM(达曼),2019,19,周六,28,PIL（GCS） | RCL（RCG） | WHL（AM1） 中东直航,BLANK SAILING,BLANK SAILING,,2025/11/15,,,QQCTN,KAAP/KING ABDUL AZIZ PORT
QINGDAO(青岛),DAMMAM(达曼),2019,19,周六,28,PIL（GCS） | RCL（RCG） | WHL（AM1） 中东直航,KOTA PRIMROSE,0011W,13100TEU,2025/11/28,,2025/12/26,QQCTN,KAAP/KING ABDUL AZIZ PORT
QINGDAO(青岛),DAMMAM(达曼),2019,19,周六,28,PIL（GCS） | RCL（RCG） | WHL（AM1） 中东直航,WAN HAI A07,W018,13100TEU,2025/11/29,,2025/12/27,QQCTN,KAAP/KING ABDUL AZIZ PORT
QINGDAO(青岛),DAMMAM(达曼),2019,19,周六,28,PIL（GCS） | RCL（RCG） | WHL（AM1） 中东直航,WAN HAI A17,W008,13100TEU,2025/12/13,,2026/1/10,QQCTN,KAAP/KING ABDUL AZIZ PORT
QINGDAO(青岛),DAMMAM(达曼),2019,19,周六,28,PIL（GCS） | RCL（RCG） | WHL（AM1） 中东直航,VARANYA BHUM,008W,11850TEU,2025/12/27,,2026/1/24,QQCTN,KAAP/KING ABDUL AZIZ PORT
QINGDAO(青岛),DAMMAM(达曼),2019,19,周六,28,PIL（GCS） | RCL（RCG） | WHL（AM1） 中东直航,USSAMA BHUM,010W,11714TEU,2026/1/3,,2026/1/31,QQCTN,KAAP/KING ABDUL AZIZ PORT
QINGDAO(青岛),DAMMAM(达曼),2019,19,周六,28,PIL（GCS） | RCL（RCG） | WHL（AM1） 中东直航,KOTA PRIMROSE,0012W,13100TEU,2026/1/10,,2026/2/7,QQCTN,KAAP/KING ABDUL AZIZ PORT
QINGDAO(青岛),DAMMAM(达曼),2019,19,周六,28,PIL（GCS） | RCL（RCG） | WHL（AM1） 中东直航,WAN HAI A07,W019,13100TEU,2026/1/17,,2026/2/14,QQCTN,KAAP/KING ABDUL AZIZ PORT
QINGDAO(青岛),DAMMAM(达曼),2019,19,周六,28,PIL（GCS） | RCL（RCG） | WHL（AM1） 中东直航,KOTA PLUMBAGO,0011W,13100TEU,2025/12/20,,2026/1/17,QQCTN,KAAP/KING ABDUL AZIZ PORT
QINGDAO(青岛),DAMMAM(达曼),2117,19,周日,34,SLS 海领（MEGA） | VOLTA（MEGA） 中东直航,EXPRESS ATHENS,25037W,10114TEU,2025/11/7,2025/11/8,2025/12/11,QQCTN,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),2117,19,周日,34,SLS 海领（MEGA） | VOLTA（MEGA） 中东直航,RACINE,25038W,6554TEU,2025/11/13,2025/11/16,2025/12/17,QQCTN,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),2117,19,周日,34,SLS 海领（MEGA） | VOLTA（MEGA） 中东直航,EXPRESS BERLIN,25042W,10114TEU,2025/12/10,,2026/1/13,QQCTN,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),2117,19,周日,34,SLS 海领（MEGA） | VOLTA（MEGA） 中东直航,EXPRESS ATHENS,26001W,10114TEU,2026/1/3,,2026/2/6,QQCTN,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),DAMMAM(达曼),2117,19,周日,34,SLS 海领（MEGA） | VOLTA（MEGA） 中东直航,EXPRESS ROME,25039W,10114TEU,2025/11/17,2025/11/23,2025/12/21,QQCTN,SGPC/SAUDI GLOBAL PORTS CO
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2681,19,周二,20,HAPAG（AGX） 中东直航,SEASPAN YANGTZE,544W,10100TEU,2025/11/6,2025/11/6,2025/11/26,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2681,19,周二,20,HAPAG（AGX） 中东直航,MAERSK TAIKUNG,545W,8112TEU,2025/11/12,2025/11/12,2025/12/2,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2681,19,周二,20,HAPAG（AGX） 中东直航,NANSHA EXPRESS,547W,10100TEU,2025/11/28,,2025/12/18,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2681,19,周二,20,HAPAG（AGX） 中东直航,HAIPHONG EXPRESS,548W,10000TEU,2025/12/2,,2025/12/22,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2681,19,周二,20,HAPAG（AGX） 中东直航,SEASPAN GANGES,549W,10100TEU,2025/12/10,,2025/12/30,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2681,19,周二,20,HAPAG（AGX） 中东直航,SEASPAN AMAZON,550W,10100TEU,2025/12/17,,2026/1/6,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2681,19,周二,20,HAPAG（AGX） 中东直航,SEASPAN YANGTZE,552W,10100TEU,2025/12/31,,2026/1/20,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2681,19,周二,20,HAPAG（AGX） 中东直航,MAERSK TAIKUNG,601W,8112TEU,2026/1/6,,2026/1/26,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2681,19,周二,20,HAPAG（AGX） 中东直航,MAERSK ENSENADA,602W,13092TEU,2026/1/16,,2026/2/5,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2674,19,周六,14,HAPAG（SE3） | MAERSK（AE15） 地中海黑海直航,NEW YORK EXPRESS,545W,13759TEU,2025/11/8,2025/11/8,2025/11/22,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2674,19,周六,14,HAPAG（SE3） | MAERSK（AE15） 地中海黑海直航,BRUSSELS MAERSK,546W,17480TEU,2025/11/14,2025/11/14,2025/11/28,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2674,19,周六,14,HAPAG（SE3） | MAERSK（AE15） 地中海黑海直航,MAERSK ENSHI,547W,13092TEU,2025/11/27,,2025/12/11,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2674,19,周六,14,HAPAG（SE3） | MAERSK（AE15） 地中海黑海直航,SALVADOR EXPRESS,548W,11923TEU,2025/11/29,,2025/12/13,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2674,19,周六,14,HAPAG（SE3） | MAERSK（AE15） 地中海黑海直航,ESSEN EXPRESS,550W,13759TEU,2025/12/13,,2025/12/27,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2674,19,周六,14,HAPAG（SE3） | MAERSK（AE15） 地中海黑海直航,AL QIBLA EXPRESS,551W,13296TEU,2025/12/20,,2026/1/3,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2674,19,周六,14,HAPAG（SE3） | MAERSK（AE15） 地中海黑海直航,MAERSK EVORA,552W,13092TEU,2025/12/27,,2026/1/10,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2674,19,周六,14,HAPAG（SE3） | MAERSK（AE15） 地中海黑海直航,MAERSK EDMONTON,601W,13092TEU,2026/1/3,,2026/1/17,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2674,19,周六,14,HAPAG（SE3） | MAERSK（AE15） 地中海黑海直航,AL JMELIYAH,602W,14993TEU,2026/1/10,,2026/1/24,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2674,19,周六,14,HAPAG（SE3） | MAERSK（AE15） 地中海黑海直航,SPEED,603W,13100TEU,2026/1/17,,2026/1/31,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2674,19,周六,14,HAPAG（SE3） | MAERSK（AE15） 地中海黑海直航,JEBEL ALI,544W,13296TEU,2025/11/4,2025/11/4,2025/11/18,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2674,19,周六,14,HAPAG（SE3） | MAERSK（AE15） 地中海黑海直航,MAERSK ESSEX,549W,13092TEU,2025/12/6,,2025/12/20,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2673,19,周日,11,HAPAG（NE4） | MAERSK（AE5） 欧洲直航,MARY MAERSK,545W,19076TEU,2025/11/11,2025/11/11,2025/11/22,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2673,19,周日,11,HAPAG（NE4） | MAERSK（AE5） 欧洲直航,MUNICH MAERSK,546W,20568TEU,2025/11/21,2025/11/21,2025/12/2,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2673,19,周日,11,HAPAG（NE4） | MAERSK（AE5） 欧洲直航,MUNKEBO MAERSK,547W,18270TEU,2025/11/27,,2025/12/8,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2673,19,周日,11,HAPAG（NE4） | MAERSK（AE5） 欧洲直航,MAJESTIC MAERSK,548W,18270TEU,2025/12/1,,2025/12/12,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2673,19,周日,11,HAPAG（NE4） | MAERSK（AE5） 欧洲直航,MATZ MAERSK,550W,18340TEU,2025/12/14,,2025/12/25,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2673,19,周日,11,HAPAG（NE4） | MAERSK（AE5） 欧洲直航,MARSEILLE MAERSK,551W,20568TEU,2025/12/22,,2026/1/2,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2673,19,周日,11,HAPAG（NE4） | MAERSK（AE5） 欧洲直航,MAYVIEW MAERSK,552W,19076TEU,2025/12/28,,2026/1/8,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2673,19,周日,11,HAPAG（NE4） | MAERSK（AE5） 欧洲直航,MAREN MAERSK,601W,18270TEU,2026/1/4,,2026/1/15,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2673,19,周日,11,HAPAG（NE4） | MAERSK（AE5） 欧洲直航,MADISON MAERSK,603W,19076TEU,2026/1/18,,2026/1/29,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2673,19,周日,11,HAPAG（NE4） | MAERSK（AE5） 欧洲直航,MAGLEBY MAERSK,544W,18340TEU,2025/11/3,2025/11/3,2025/11/14,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2673,19,周日,11,HAPAG（NE4） | MAERSK（AE5） 欧洲直航,MOGENS MAERSK,549W,18270TEU,2025/12/7,,2025/12/18,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),TANJUNG PELEPAS(丹戎帕拉帕斯),2673,19,周日,11,HAPAG（NE4） | MAERSK（AE5） 欧洲直航,MARIBO MAERSK,602W,18270TEU,2026/1/11,,2026/1/22,QQCT,TPP TERMINAL/PELABUHAN TANJUNG PELEPAS TERMINAL
QINGDAO(青岛),DURBAN(德班),951,19,周二,26,COSCO（ZAX3） | EMC（FAX） | HAPAG（SA1） | ONE（SAC） | OOCL（SAF3） | PIL（FAX） | ZIM（SA1） 南非直航,HT CAPRICORN,001W,5100TEU,2025/11/6,2025/11/6,2025/12/2,QQCTN,DCT-DUR/TRANSNET DURBAN CONTAINER TERMINAL
QINGDAO(青岛),DURBAN(德班),951,19,周二,26,COSCO（ZAX3） | EMC（FAX） | HAPAG（SA1） | ONE（SAC） | OOCL（SAF3） | PIL（FAX） | ZIM（SA1） 南非直航,CHIBA C,90W,4520TEU,2025/11/12,2025/11/12,2025/12/8,QQCTN,DCT-DUR/TRANSNET DURBAN CONTAINER TERMINAL
QINGDAO(青岛),DURBAN(德班),951,19,周二,26,COSCO（ZAX3） | EMC（FAX） | HAPAG（SA1） | ONE（SAC） | OOCL（SAF3） | PIL（FAX） | ZIM（SA1） 南非直航,COSCO SURABAYA,123W,4250TEU,2025/11/14,2025/11/14,2025/12/10,QQCTN,DCT-DUR/TRANSNET DURBAN CONTAINER TERMINAL
QINGDAO(青岛),DURBAN(德班),951,19,周二,26,COSCO（ZAX3） | EMC（FAX） | HAPAG（SA1） | ONE（SAC） | OOCL（SAF3） | PIL（FAX） | ZIM（SA1） 南非直航,BEAR MOUNTAIN BRIDGE,130W,4430TEU,2025/11/21,2025/11/21,2025/12/17,QQCTN,DCT-DUR/TRANSNET DURBAN CONTAINER TERMINAL
